views,likes,dislikes
1163816,34085,579
13063094,371523,15277
626304,1943,382
1679216,51650,977
5168327,124349,1307
4321477,52747,1631
3220201,328294,1774
3774930,135939,4430
1300961,38951,1232
15891918,168713,5272
629132,33512,490
12467285,333653,6589
6132106,303806,4794
1429386,53726,998
1050896,37295,1079
4295583,217955,3432
2092740,112069,4508
738966,5403,421
1011145,5114,569
5149377,35227,3135
4285373,112702,5554
1757548,45291,810
3692671,302029,13322
542526,18352,288
15144751,127465,8868
1103893,94427,780
1082104,55398,208
2487158,82395,10606
8696486,140940,19645
709217,24920,172
5613561,98856,11391
6387722,132625,10233
1903045,29381,4589
758746,14538,500
3613679,71203,3243
3632758,51789,515
4424674,233298,2023
1310019,24508,1621
1835562,45653,1043
4011494,41589,1816
13931195,533040,15424
2885878,113262,6842
15143967,307285,33103
7279521,112713,2331
1416358,32746,1592
33985614,772102,14084
6506028,84440,3033
2849254,71781,1429
14929908,266972,23944
13950247,376499,5675
2676722,152931,2101
1828003,39794,2341
15323251,329005,8325
1268088,22002,602
989180,31480,969
353369,5211,178
201424,8358,176
2024627,59148,911
1094034,58630,1840
18260056,221434,10683
8118210,69698,11043
623379,12692,1204
4587571,208898,1092
552051,11224,354
778251,51143,1844
453177,19921,268
200820941,4714942,316129
563695,22175,981
527977,8144,482
4564129,16149,857
1219882,33482,5329
4631941,53583,2961
553903,11856,268
1292324,37484,1435
6791590,492233,6932
1367332,49615,618
2663099,131249,5132
3257051,40023,7429
4858641,430889,4848
13964711,141336,13566
40684506,547701,18049
58441951,847535,60535
14804684,141716,4613
1112778,11818,906
915030,33674,1169
3136522,99324,7214
1782907,51424,1686
3181665,74464,5916
1241998,65733,2797
1191434,30990,4388
1420770,29855,1554
398545,12047,1986
257205,1614,277
496705,27001,667
434447,12209,647
1101713,7725,940
5716860,948376,2762
1859021,49326,2124
983990,19883,4173
893170,5727,461
3332125,103202,2846
1213994,15014,960
1625384,136631,3051
2571533,59257,4286
3279395,19115,1201
2412152,78798,52654
889548,59289,982
1415790,36741,1115
793750,51298,1463
1049705,20624,374
2785566,55757,1314
1017193,49035,1192
1192124,30405,1501
789719,11499,597
1075150,50534,1018
5940664,152947,2449
430291,4274,338
264795,12893,307
8858484,190889,35848
1202601,13162,734
3531124,181190,3895
2879384,121346,2655
1455635,35471,636
9242508,271821,25233
1322660,70112,8899
581798,8077,1270
1262912,70331,1115
1783394,119622,1755
2930662,151633,3303
1431930,77885,414
197284,10627,89
260197,2018,1751
1829566,116534,1271
273880,6883,1184
2720887,177634,1577
272467,7450,214
352513,10581,169
8449206,395846,10254
629510,30307,201
10573584,518524,12847
418749,9267,1449
376901,21745,376
2506821,14479,1946
474694,5583,349
11048751,259214,4861
692846,10719,472
1441763,12950,2839
1573266,44028,1862
1550664,39052,1412
1618890,118684,1325
914866,42103,1738
484911,26525,972
13243282,518831,11920
850187,21313,390
14833085,390780,9424
748986,13537,480
1181451,1940,42
1747616,18438,2670
3228482,181438,4126
13505482,119790,10568
1497336,1882,97
643132,28127,415
561634,8637,234
458739,22701,972
705519,22371,651
314432,2325,396
7981097,63919,13667
1481067,26412,1538
687263,3723,225
1103093,12132,2165
2668337,99594,2804
1096076,5129,743
4281670,178503,8848
4390587,115410,5856
504527,2761,445
2388544,95170,2121
5718693,251671,3902
291054,9684,140
601209,2224,284
3520094,20136,2567
3863538,117261,11418
9743038,46149,3788
471161,10026,172
2672843,114810,4267
326495,8223,144
1031193,5395,721
4619973,196902,3667
24943437,563936,36201
900305,2843,578
1184037,19811,413
111882133,5486349,197638
6048805,306729,2962
12590561,592369,12596
1274741,33048,1167
1945111,27092,700
6598339,601506,3518
975457,45296,1009
931838,56564,356
9403494,342142,203547
471757,8092,655
41889604,558953,33051
1176865,34246,585
13549142,378501,15491
1822798,53376,1037
626781,1946,382
5479749,127137,1363
4415599,53450,1658
3236651,329010,1778
3813389,136761,4462
1311112,39133,1235
15973068,169083,5293
635184,33622,492
12590552,335180,6623
6369672,309400,4935
1439499,53945,996
1056283,37387,1084
4379995,219884,3468
2123883,112985,4528
744699,5438,421
1013344,5119,570
5160535,35293,3143
4326712,113142,5583
1774175,45684,815
3705692,302494,13334
547472,18430,291
15723748,128922,9094
1115331,94889,784
1108296,56309,208
2504160,82653,10679
8813246,142441,19706
717103,25044,172
6431372,133425,10286
1918116,29502,4604
763915,14600,501
3627288,71577,3254
3656558,52048,516
4455601,234079,2030
1315533,24569,1627
1894596,46044,1057
4116358,42184,1851
14056749,534452,15482
2905891,113740,6891
15723324,310667,33406
7609772,113793,2375
35688137,784549,14402
1425525,32913,1599
6531110,84623,3044
2947870,72585,1452
14949950,267096,23953
14575698,384004,5812
2709442,154050,2112
1866571,39993,2358
15929709,332345,8425
1282789,22124,605
996562,31572,972
362469,5272,181
203665,8419,179
2073938,60421,933
18823132,224741,10840
8142249,69849,11057
629222,12724,1206
4670716,210507,1107
561163,11374,359
786371,51407,1848
455631,20014,269
205643016,4776680,321493
553570,8319,496
570040,22323,985
4575051,16218,857
1237019,33748,5399
4715405,53959,2988
558083,11933,268
1303891,37643,1440
6818187,493211,6952
2687493,131699,5144
3291267,40273,7460
4872328,431493,4852
14084427,142035,13634
42390420,554509,18381
59877217,853193,61049
14890847,142231,4647
1132118,11926,909
9617950,89910,2161
27039153,564493,12675
8227432,631398,21806
1191202,37446,1281
513969,33988,861
1410845,42290,2312
1489064,146799,845
861364,6951,1043
778143,14948,452
3812821,110988,8804
699173,30138,2039
215876,19319,326
2087148,55730,2192
3724742,83247,6833
1542951,36774,5937
1509739,72244,4283
1988400,37744,2426
406220,2285,436
491381,13781,2487
1243501,44430,415
621670,30502,754
606048,14466,876
1198697,8202,996
2050509,53028,2220
1136776,21829,4758
6569383,994561,3158
4048557,117406,3256
2869790,62597,4777
1685969,140175,3152
3314946,19247,1227
976135,62683,1080
1129265,21842,423
841502,53055,1587
1462932,37276,1185
2619708,82045,57702
3034948,57292,1427
1110239,51721,1319
1275013,31529,1625
857726,12362,618
1129677,51635,1159
473884,4665,383
6319469,158477,2588
301676,13946,364
1317495,14104,788
4005642,194147,4453
9841966,204573,37745
1580705,37759,703
10825621,302477,27595
3101693,127947,2754
702584,8956,1432
1461748,73346,9519
1332296,71638,1192
1914689,121974,1831
3003001,153432,3374
1116194,62929,550
1526870,81359,439
229191,11254,107
1907469,119382,1319
3004473,182539,1685
264249,2027,1773
280206,6947,1199
277755,7576,216
9162725,410491,10837
11518232,535043,13416
714348,31564,207
364856,10850,176
413419,23025,398
3371941,18528,2672
486964,5675,356
11338489,263401,4991
713784,10904,480
1478744,13137,2866
1624246,44682,1900
1600143,40041,1459
1690379,120450,1356
922194,42329,1750
500084,26989,994
14534839,542888,12490
910973,22021,408
825151,14522,511
15124619,394189,9569
1511003,2328,50
1780387,18647,2701
3303035,183781,4210
13660472,120656,10699
1502283,1910,100
721373,29942,444
580422,8754,241
474199,23050,986
715374,22508,657
319577,2341,398
8069531,64279,13751
1498628,26585,1547
687975,3728,225
2727572,100783,2832
1106330,12160,2170
1096842,5129,744
4358719,179746,8908
4459181,116052,5927
505918,2765,445
2433709,95997,2144
5874603,253182,3949
302280,10067,146
605349,2233,288
3532210,20178,2578
4050789,120324,11603
9837996,46459,3830
476990,10051,175
2692323,115245,4282
342126,8538,155
26610351,571933,37075
4759935,198757,3743
1034276,5411,723
1200276,19968,421
115664850,5530568,200995
6113510,308808,3005
13411081,601335,12924
1311628,33659,1195
2200764,28824,782
6710284,604352,3558
983141,45528,1011
942703,56879,359
9494633,343866,204750
477813,8162,658
42240836,561273,33258
14019201,384824,15698
1192035,34465,586
1963462,54982,1082
5803881,129808,1409
4492756,54004,1677
3220711,11917,2013
3249829,329550,1780
3848577,137560,4491
1318729,39261,1238
16048699,169473,5317
639814,33723,495
6547334,313744,5042
12700845,336625,6650
1446124,54094,996
1060921,37493,1086
4444686,221365,3505
2152235,113781,4551
748708,5464,422
5170138,35340,3149
4361175,113556,5599
1790113,46076,826
3716941,302901,13342
551610,18524,293
16281826,130175,9306
1123772,95225,789
1134613,57222,210
2517383,82888,10736
8919607,143957,19784
721272,25109,172
6476889,134297,10346
1932227,29606,4612
769914,14684,506
3641051,71979,3266
3677489,52264,520
4479068,234796,2039
1958072,46486,1069
4192641,42634,1872
14174607,535806,15532
2922307,114148,6918
16314232,314523,33658
7933848,114868,2431
37358368,796926,14751
1432049,33043,1603
6547710,84803,3047
3049163,73349,1471
14966797,267199,23960
15209320,391728,5949
2755679,155357,2127
1905367,40176,2376
16538689,335666,8552
1294581,22211,605
1002673,31660,972
373092,5324,184
205138,8452,179
2099468,61061,944
19373115,228196,11010
1434789,39979,2559
8168368,70019,11078
633841,12764,1209
4750486,211999,1124
569394,11520,362
791244,51540,1850
457728,20114,269
210338856,4836448,326902
577805,8462,504
1076358,21283,923
577261,22482,992
4585405,16290,861
1255581,34039,5504
4808435,54340,3022
561101,11989,269
1312364,37765,1442
6841622,494130,6966
2703619,131994,5149
3323467,40519,7487
4884193,431977,4851
14183631,142619,13696
3057987,406604,4520
5616854,190079,20368
20723565,1018785,48090
1372576,57332,3007
1058246,102940,707
1550845,139013,916
381081,30863,419
503964,4889,1407
224124,7770,275
1102513,22878,481
2949068,128992,60701
469993,2673,774
2190835,19535,5243
2435309,70288,2916
500664,12506,531
296964,7993,198
983218,92844,429
1548781,128639,2164
1361565,48414,937
750961,40735,1285
1635751,45977,2588
1819351,166932,1033
998227,7743,1278
874578,11998,527
1603765,55499,4023
171576,936,97
1083402,19737,702
4309706,117899,9780
396878,25272,571
2297095,58680,2473
4162077,89469,7521
1800973,41236,7179
2414681,43340,3055
1683115,76414,5182
572367,15148,2818
1756367,60289,652
746471,33869,836
1271760,8530,1045
7683253,1042562,3664
1312128,23511,5262
2217132,55923,2308
4630864,130543,3587
3141443,65699,5268
3353266,19379,1244
890329,54893,1716
1723598,141985,3217
1221113,23237,474
1076143,66311,1177
3369666,59153,1594
2815108,84806,61515
1508651,37882,1252
1366342,32733,1725
1186239,53820,1414
1182332,52650,1268
911773,12950,640
529799,5147,436
6769003,165486,2731
338592,14773,412
11413665,223896,40583
1409824,14906,823
12928250,330106,29885
3478900,137442,2917
804841,9865,1576
1641636,76801,10104
1402768,72880,1238
318592,12133,127
2060402,124928,1902
3074226,155196,3427
1161275,64792,565
1626837,85378,455
3432109,189578,1822
2033497,123466,1377
911288,33862,239
289083,7109,1223
283388,7695,218
10309592,431060,11583
13095486,556645,14121
377989,11136,187
482048,24410,427
501719,5793,361
4136189,21951,3244
11648574,267802,5132
1520719,13333,2901
1676696,45535,1935
1777564,122405,1398
1643235,40907,1495
931202,42631,1762
513498,27331,1017
16553973,578930,13408
892848,15377,554
15500012,398740,9735
1950182,2950,65
1819218,18882,2727
3388052,186699,4284
13842101,121576,10826
924784,33270,535
1514093,1960,105
603470,8925,256
490905,23512,1017
724674,22686,659
325214,2365,404
8166389,64706,13863
1519038,26770,1557
2790276,102045,2880
691057,3735,225
1114062,12202,2174
1097858,5127,745
4455275,181363,9010
4600039,117231,6054
506599,2769,445
2484336,97054,2175
6078516,255092,3984
313587,10374,150
610307,2243,289
3548286,20230,2586
4280876,124337,11809
9946140,46805,3888
483048,10086,176
2717996,115805,4305
363629,8920,162
28851415,581378,38243
4948789,201011,3815
1218308,20154,423
121219886,5595203,205565
6235244,312397,3080
2617227,31383,928
14723316,614676,13443
1361759,34575,1227
6918222,611356,3653
955605,57269,360
993525,45849,1013
9607687,346030,206198
484199,8246,662
14717193,396826,16015
42667467,564046,33508
1206106,34709,588
2212447,57495,1159
6379536,133606,1488
4579845,54636,1704
3225560,11933,2016
3276264,330924,1801
16178195,170269,5343
645129,33834,499
6739103,319195,5185
12834122,338251,6702
1454759,54313,1001
1066420,37624,1087
2188738,114913,4587
758220,5524,422
5182504,35413,3157
4406761,114097,5621
1819267,46886,836
3732851,303544,13361
556558,18619,296
17259071,132009,9552
1924522,22049,1067
1134295,95686,790
1185854,59194,213
2533922,83158,10804
9081270,146110,19887
726044,25158,172
6541522,135614,10402
1952034,29809,4625
3673253,73046,3279
779408,14823,510
3705628,52570,527
4516734,235915,2054
2052790,47232,1084
4371426,43942,1944
14356102,538201,15643
17327325,320760,34132
2940657,114636,6954
8441561,116469,2513
40205404,817504,15348
1440134,33234,1608
6598390,85156,3063
3165267,74217,1501
16294419,405125,6190
14992700,267384,23969
2788005,156290,2143
1961027,40434,2392
17424422,340361,8724
1309964,22324,606
1011030,31809,979
387338,5411,191
2130991,62021,952
206526,8493,179
1118905,60103,1858
20064677,233697,11226
1451562,40175,2590
8204722,70279,11100
639702,12821,1212
4851066,213925,1140
582109,11738,366
798988,51778,1853
460011,20216,269
618185,8683,516
217750076,4934188,335462
586898,22680,995
1085634,21387,928
3490465,337517,5788
8713137,740543,9906
1020672,44128,3214
1112092,101802,1373
1709088,63516,5174
25430376,1099213,53271
6280797,197681,21223
2476738,172339,1733
392828,3332,1089
1250826,109170,825
322761,8955,397
522078,34548,561
23758250,587326,18799
1375741,25326,553
570473,5206,1548
3543715,136098,70572
662870,3316,1089
2507076,21094,6093
2721756,77372,3197
568606,13584,789
357119,8878,224
1066769,96610,477
1639768,132433,2454
1428218,49792,981
812579,41780,1342
1777239,59093,4310
1694648,46641,2623
1882204,170218,1056
972464,13117,580
1146668,20468,726
440013,26413,609
4468926,119291,10055
2350705,59212,2519
211768,1050,169
4267127,90543,7649
1873503,42163,7437
2521244,44329,3183
1732289,77518,5353
596671,15509,2891
1958372,64066,691
784687,34561,859
1296114,8605,1052
7925892,1051574,3763
1381240,23885,5373
2262115,56559,2331
4815005,134367,3591
3241453,66559,5349
3364451,19399,1249
905946,55338,1746
1734024,142305,3235
1252628,23544,484
1110591,67356,1201
3470874,59584,1629
2882725,85410,61997
1526133,38106,1263
1389464,32994,1735
1203642,54197,1435
1196500,52885,1285
921100,13046,643
549998,5265,441
6975328,168235,2767
346967,14907,416
11889370,228651,41296
1434182,15095,830
13673705,337573,30469
3603663,139859,2956
828227,10041,1587
1701115,77728,10245
1423853,73162,1247
342075,12328,128
2103036,125478,1920
3109927,156158,3453
1177069,65266,570
1660484,86268,457
3578769,191161,1864
975426,34556,253
2082591,124748,1392
290672,7139,1230
284743,7724,218
10690299,437897,11742
13536813,561535,14252
381520,11194,187
500031,24684,435
507463,5841,365
4276583,22765,3367
11741736,268759,5155
1535334,13388,2906
1696011,45698,1944
1811343,122991,1406
1655033,41118,1505
935511,42743,1766
516562,27426,1019
17228911,587446,13613
912852,15611,560
15616641,399854,9774
2108645,3050,66
1834515,18965,2734
3425041,187497,4303
13893887,121837,10851
986841,34122,548
1516213,1972,105
614403,9029,260
498818,23655,1021
728452,22749,662
327578,2372,406
8208371,64862,13884
1529108,26846,1563
2816416,102463,2888
1115633,12211,2174
1097981,5127,745
4490277,181805,9036
4690920,118051,6106
507166,2770,445
2505087,97339,2183
6188035,255690,4000
316467,10434,150
612481,2246,290
3552427,20240,2589
9973810,46884,3900
2726111,115959,4310
369803,9043,163
29913059,585088,38614
5015953,201710,3837
1225846,20209,424
123010920,5613827,206892
6303293,313926,3106
2771026,32019,959
15101630,617696,13569
1383090,34833,1243
7000477,613378,3680
960903,57361,360
998650,46001,1013
9642104,346538,206519
486278,8260,662
14939618,400106,16079
42799458,564804,33554
1213582,34788,588
2278663,58167,1179
6528530,134587,1505
4616865,54831,1713
3292345,331484,1802
16215326,170480,5354
647532,33881,499
6803871,320851,5222
12887949,338755,6727
1458198,54368,1002
1068426,37668,1088
2200042,115200,4600
764525,5551,424
5187708,35433,3161
4428206,114306,5628
1828586,47121,837
3738502,303724,13366
17492084,132421,9631
1931817,22108,1070
1138522,95807,790
1203812,59711,214
2539864,83245,10813
9146279,146847,19925
727759,25176,172
6560623,135945,10423
1963420,29892,4631
3688037,73439,3284
782354,14857,510
3715504,52665,528
4529545,236223,2055
2079830,47429,1092
4447012,44291,1951
14426295,538895,15671
17594668,322313,34271
2946300,114737,6961
8582972,116913,2529
41039225,823780,15485
1443535,33298,1612
6609445,85246,3067
3203882,74431,1507
16627740,408701,6259
15000691,267429,23973
2796547,156492,2145
1976783,40491,2397
17687467,341663,8766
1316783,22368,608
1014658,31858,979
392859,5431,195
2143251,62303,954
207178,8514,179
1123777,60347,1860
20248980,234974,11290
1456642,40212,2593
8222911,70386,11112
642556,12842,1213
4896967,214729,1148
587295,11817,370
801598,51826,1856
9913561,48648,3813
633132,8761,518
220490543,4962403,338105
589734,22717,998
1086734,21405,929
4604207,16409,867
7513047,522388,14233
17301320,1207659,17463
3396721,149881,2567
5884233,1437859,6390
1980510,65268,9370
593120,2286,259
795307,28656,2821
2255201,146967,2441
1589565,79987,1749
488858,15705,690
380254,15476,417
473734,49622,745
146669,2459,77
2063827,69651,7314
32523416,1219765,61459
155387,6153,576
6963607,206309,22129
3919778,229813,3067
218654,37969,132
440678,14185,310
1003307,25190,932
1362440,113382,923
2008491,145541,3351
395072,9965,530
603126,37343,682
26972785,637211,21687
1855095,29848,691
810427,3910,1418
299292,11361,895
4227545,146436,80749
605447,5425,1657
2771982,22399,6921
3033194,85780,3532
414864,9838,257
1147365,101164,524
646659,18353,340
1746842,137211,2751
1491009,51399,1032
895612,43037,1422
1904557,61959,4623
1747833,47602,2667
1958256,174746,1079
1063907,14226,623
1224505,21413,768
514602,28356,668
4682088,121326,10398
244022,1137,240
2403235,59845,2567
1937626,43275,7695
4390807,92031,7860
2636774,45663,3339
1792365,79255,5515
625551,15958,2978
832876,35563,885
1323129,8689,1078
8335545,1068219,3907
1439562,24318,5461
2315676,57427,2358
5024383,140009,3682
3326791,67581,5460
3371727,19417,1253
918641,55790,1762
1741078,142606,3255
1146572,68590,1229
2957098,86355,62748
3605598,60292,1706
1546192,38355,1285
1430532,33601,1761
1225057,54749,1462
1213466,53216,1303
932447,13178,645
7225366,172028,2841
572534,5467,451
356370,15173,423
12750922,237639,42621
1459646,15321,845
14818979,349415,31511
3781772,143765,3014
1797215,79345,10515
382561,12676,138
1458725,73741,1264
2168259,126599,1949
3167560,157770,3492
1196451,66027,575
1704591,87957,463
3816065,194314,1931
2140487,126460,1411
1085729,35615,263
11284181,449395,12098
292345,7180,1232
14264062,570423,14482
385847,11289,187
529621,25130,449
513824,5900,366
4475079,24359,3593
11876911,270385,5196
1552627,13459,2915
1722709,46032,1954
1859577,123928,1428
1667634,41416,1519
520394,27574,1024
18493705,605805,14154
934848,15889,572
15808015,401835,9864
2114576,3172,72
1853070,19068,2743
3469339,188675,4333
1104392,35982,589
13962185,122189,10912
628869,9151,266
508412,23889,1031
734480,22865,664
330457,2389,407
8256003,65091,13922
1546386,27031,1573
2855853,103161,2905
1117850,12235,2176
1098338,5128,745
4540700,182652,9084
4789904,118762,6183
2532556,97797,2201
6369263,256786,4035
320924,10582,155
614232,2246,293
3558834,20263,2590
10011020,47011,3915
2736265,116178,4316
32082218,592782,39447
379102,9212,168
5117262,202761,3875
1235835,20323,429
3020115,33289,1044
15739514,623311,13776
1415177,35294,1264
7131651,617531,3724
967855,57543,362
1006173,46273,1015
9695017,347491,207116
488133,8276,664
15322882,405634,16113
1220052,34885,590
2402471,59584,1221
6803777,136499,1535
4678184,55224,1731
3306285,332099,1803
650104,33941,501
16286804,170862,5371
6919245,324688,5297
12968372,339695,6753
1462187,54453,1005
1073317,37788,1092
2219186,115743,4624
770131,5585,424
5194426,35469,3165
4455543,114669,5641
3745787,303985,13374
17937505,133471,9763
1940400,22224,1071
1152720,96513,796
1229561,60664,218
2548945,83406,10840
9246304,148140,19980
729596,25193,172
6592008,136492,10467
1989746,30153,4648
3714621,74309,3308
786750,14914,512
3729281,52822,532
4551270,236878,2065
2131862,47803,1096
4523321,44755,1966
14542487,540409,15720
18130221,325595,34511
2955872,115014,6974
8828147,117682,2564
42700273,837847,15793
1449290,33421,1618
6634826,85394,3073
3271407,74908,1531
17224100,415673,6378
2808924,156861,2147
18142370,344234,8859
2004456,40608,2408
1324482,22413,608
1020212,31955,980
409388,5518,204
2162493,62882,957
207859,8541,180
1129236,60671,1861
20709888,237959,11440
1463413,40287,2601
8248957,70548,11129
646293,12864,1213
4956799,215751,1170
594523,11929,375
805761,51926,1858
10006223,48923,3846
658345,8884,535
225211923,5023450,343541
592480,22781,999
1840467,79838,2012
1756027,78731,7887
732720,17282,1414
1160376,23068,1440
436041,16998,3191
10477914,613231,18546
842195,17314,2368
25497666,1547821,23176
721502,43992,2113
1053884,94875,1727
8120145,1624230,8402
929632,7979,485
3983030,164650,3051
2635227,77395,13894
754071,11326,390
1005860,33110,3680
3731285,184478,3434
665823,18220,903
692775,57893,1169
564330,18889,697
260562,4536,237
1933181,89981,2272
268836,8881,1204
2335964,73114,8564
38779629,1310596,67747
275628,5273,217
322352,43578,202
7651458,212603,22827
5185076,271562,4147
491982,15149,493
1215279,28534,1118
2625891,163793,4135
1441864,115525,1004
449100,10629,589
647902,38790,739
29858402,680611,24496
352439,12351,1008
2257432,33818,828
914755,4193,1607
4800408,154215,87267
630751,5579,1725
3268682,91909,3791
458914,10483,279
170436,8471,122
1232650,105564,569
683828,19030,400
1882814,142307,2993
1546925,52766,1081
947515,44030,1468
1785629,48204,2701
1284857,22052,788
1133949,14900,663
2023213,178047,1108
1990750,63593,4778
580634,29902,709
4849491,122974,10648
2473292,60688,2606
261802,1158,256
4502927,93385,7992
2736564,46864,3456
1847480,81157,5580
646353,16379,3029
869774,36384,908
1342049,8738,1088
8751939,1081236,4038
1487639,24790,5509
2400024,58960,2383
5227761,145298,3795
3410149,68669,5555
3379847,19431,1259
928557,56152,1778
1746547,142836,3259
1180034,69669,1278
3034077,87246,63590
3678648,60879,1738
1563763,38579,1304
1478231,34288,1790
1245818,55288,1485
1230193,53573,1331
943051,13286,648
7408918,174784,2893
582991,5540,454
13626008,246021,43988
364928,15401,428
1480205,15473,858
16926499,367517,33277
3962295,147430,3091
1895936,81000,10734
425119,13025,146
1498846,74367,1291
2242835,127903,1988
3213156,158887,3513
1217261,66811,589
1753096,89643,467
4045714,197205,2007
2201738,128289,1430
1195041,36551,285
11890152,460489,12400
15056965,579240,14770
296682,7268,1247
390794,11375,188
555388,25484,461
520069,5952,367
4724965,25928,3826
12000634,272068,5248
1568754,13530,2920
1757726,46499,1973
1909104,124857,1447
1686730,41823,1539
20804351,634514,15450
524333,27709,1029
960651,16318,584
16005676,404031,9947
2121136,3281,76
1870741,19160,2756
1223732,37943,617
3511983,189759,4355
14015057,122437,10942
644690,9289,269
518810,24143,1048
740775,22978,667
8303192,65282,13960
1566455,27236,1586
2907382,104169,2928
1119904,12258,2178
1098673,5129,745
4590663,183596,9118
4823561,119162,6217
2562371,98365,2217
6579654,258007,4073
326502,10720,158
618595,2253,294
10052832,47152,3930
33678846,599227,40054
393218,9645,171
5220208,203807,3910
3190447,34215,1090
16475182,629374,14026
1444957,35816,1287
7263784,621416,3780
975429,57732,363
1015653,46554,1016
9753197,348498,207752
15705468,410780,16178
1226781,34980,591
2526167,61087,1270
7102203,138547,1576
4740629,55651,1743
3317810,332538,1805
653708,34006,504
16381551,171508,5428
7073392,329641,5409
13056713,340595,6789
1465839,54556,1006
1077571,37875,1096
2238493,116347,4635
776027,5620,423
5201888,35516,3169
4483725,115005,5650
3753521,304297,13380
18451559,134602,9904
1948658,22322,1074
1165905,96963,806
1252437,61438,218
1140791,23575,761
2558479,83567,10868
9353414,149538,20048
731476,25213,172
6633632,137157,10516
3763584,75872,3340
791609,14980,515
3744187,53006,535
4579228,237721,2079
2180958,48173,1114
4599341,45140,1996
14681993,542352,15789
18769449,329158,34734
9085180,118601,2597
44539222,851738,16144
1454171,33517,1622
6655503,85624,3088
3335785,75380,1547
17914781,424194,6540
2822782,157242,2152
18603707,346879,8945
2032942,40742,2414
1332252,22461,610
1026576,32053,984
419002,5575,207
2183540,63438,967
1134300,60913,1865
21200886,241443,11567
1473934,40406,2631
8278934,70766,11157
649761,12886,1214
5019952,216886,1183
602362,12069,377
810080,52027,1860
681328,8976,540
10277358,49782,3964
1788791,117928,2665
428548,17438,1554
471246,17188,711
347201,11264,1395
4837355,140144,6439
735878,14817,1362
2015114,65452,1096
3012365,128816,1365
475149,26492,393
2296667,89028,10851
1721979,56045,5614
1267263,166958,564
1130011,24448,2509
1386977,25635,1787
12868346,677780,21114
1012688,19181,3141
32513514,1780856,27830
878618,49059,2654
1352376,106428,2564
9212604,1695105,9314
1028031,8444,574
4316413,173222,3348
3030502,84517,17414
1007891,13592,553
1136734,35598,4175
4703085,207314,3996
791826,19882,1051
841636,62536,1433
719137,21471,914
348515,6114,347
2224160,97139,2649
131326,8642,258
337423,10192,1720
421694,6894,365
389437,46453,237
2560113,75829,9425
2575351,1365,32
6042663,297097,4919
43964411,1377134,72504
523234,15657,602
1337365,30353,1212
3094402,175706,4642
8274899,216964,23440
1500329,117035,1041
32582944,711812,26632
676208,39771,782
390709,13051,1087
981819,4419,1720
652697,5697,1773
2599596,37079,910
5270768,160171,91982
3442160,96396,3972
490592,10881,297
216588,9201,167
424066,8739,315
712778,19558,419
1293679,108610,603
1621182,54105,1139
2006182,146833,3135
970814,44661,1499
1813877,48557,2716
1158871,15055,676
2075211,180610,1129
2053335,64782,4883
641253,31325,741
5000804,124544,10835
2527460,61187,2645
272659,1174,258
2898292,48651,3599
1914060,83128,5684
666662,16736,3097
902815,37001,923
1357390,8774,1096
9087069,1090400,4141
1526351,25108,5542
5386449,148998,3870
3494556,69809,5641
3383782,19442,1260
938376,56502,1792
1749805,143008,3266
1206538,70589,1300
3102745,88038,64135
3736946,61388,1759
1576085,38753,1309
1514318,34787,1810
1248490,53940,1352
1266592,55851,1503
952468,13391,650
7567773,177235,2941
591089,5600,455
14310587,252761,45070
373229,15583,434
1497910,15623,863
18916851,383167,34950
4140543,150802,3150
1980639,82488,10973
469527,13309,146
1532303,74839,1304
2302941,129179,2019
3244807,159765,3527
1239191,67578,602
4255786,199647,2076
1795789,90922,474
2252545,129793,1441
1302863,37290,300
15812658,587144,15019
12422970,468831,12666
302378,7372,1260
395675,11469,190
581814,25821,473
526280,6009,369
4941881,27044,3987
12099387,273528,5286
1584400,13582,2935
1793285,47022,1991
1951430,125622,1462
1705086,42204,1555
23015460,661307,16672
527921,27837,1033
988022,16697,595
16187620,405952,10025
2127054,3389,76
1353321,39480,639
1888065,19256,2773
3551885,190758,4376
14064010,122638,10960
660890,9422,272
526994,24337,1064
746459,23064,669
8353873,65499,14015
2964706,105205,2956
1122458,12280,2179
4632876,184267,9148
2602517,99120,2229
6773035,258961,4102
333587,10918,161
10093671,47264,3945
35014308,604280,40525
5299618,204668,3939
3368967,35169,1133
17159502,634470,14279
1474369,36214,1303
7427598,626770,3815
982554,57900,363
1023576,46756,1018
9807864,349481,208333
16037832,414909,16263
1232877,35049,594
2656880,62450,1309
7384754,140344,1622
4797673,55981,1758
3328569,332955,1811
657269,34088,504
16520961,172601,5470
7184750,332916,5485
13140827,341526,6810
1469874,54642,1006
1080954,37954,1099
2258355,116929,4658
780146,5645,423
5208736,35555,3174
4506823,115293,5658
3761374,304578,13391
18934115,135430,10026
1956932,22433,1077
1273429,62095,219
1177237,97418,805
1157888,23751,769
2569203,83741,10908
9469242,151029,20123
733454,25229,172
6680411,137988,10567
3826399,77624,3379
797551,15056,518
3759236,53199,538
4605979,238511,2087
2221927,48455,1119
4666393,45521,2016
14834674,544906,15876
19351248,332395,34963
9316804,119395,2641
46284833,864196,16478
1459598,33661,1629
6672166,85863,3098
3388053,75772,1560
18605928,432332,6682
2834849,157564,2156
19035197,349364,9039
2058483,40851,2422
592118,3653,399
1340039,22504,615
427025,5624,208
1033346,32139,988
2206792,64077,974
1139578,61164,1872
21612500,244341,11720
354451,4639,474
1482174,40468,2645
